183.82.1.148:59048,8
150.129.178.193:60650,6
182.57.129.121:57791,3
106.76.116.250:20502,2
122.161.111.208:1324,7
117.206.240.61:2466,1
117.241.230.162:51813,5
106.218.41.242:1589,1
124.125.159.55:55738,4
203.91.192.4:35133,2
122.248.183.22:8133,1
1.39.13.4:32871,11
107.167.112.77:46581,2
14.139.218.50:2130,1
106.186.23.95:35973,1
27.109.10.166:50174,2
115.113.187.131:65367,1
203.99.206.243:61755,1
106.220.215.39:24360,1
168.235.200.51:16390,1
117.204.164.200:50269,1
103.245.198.70:64426,1
202.71.30.152:50772,4
52.74.219.71:59121,1
1.39.12.38:17500,1
70.39.186.47:42744,1
198.28.92.5:33253,2
122.180.230.129:11553,1
52.74.219.71:60390,1
84.45.65.102:54552,5
106.51.193.104:58831,10
52.74.219.71:51183,1
59.91.248.224:16502,2
202.0.109.1:10536,3
125.16.138.141:46830,2
124.253.3.144:55793,2
14.141.88.230:31019,1
182.69.100.31:56411,2
182.19.68.37:52787,1
117.195.249.132:10242,15
123.201.81.130:17495,1
182.68.252.156:63577,14
106.186.23.95:35706,1
121.246.82.171:35540,2
167.219.48.10:52721,1
49.204.204.132:62311,3
14.139.250.94:44437,2
124.253.210.233:55082,1
198.175.68.36:60927,5
117.219.151.177:58833,5
196.1.113.242:52931,3
203.16.165.129:21766,1
101.219.95.62:35424,1
119.81.61.166:48000,1
59.177.143.88:29444,1
112.133.194.99:49752,3
182.73.202.234:32384,1
203.99.218.140:53728,1
61.95.193.239:27030,4
122.180.170.91:20259,8
106.76.106.41:63131,2
123.201.67.38:54846,9
117.201.166.166:11709,1
59.177.69.33:18959,4
223.176.176.187:10381,15
192.156.110.202:53307,3
182.65.95.146:17649,1
115.98.50.161:57108,13
49.205.64.146:53827,1
111.93.160.234:2137,3
168.235.197.45:16871,1
122.169.58.159:53157,1
54.251.151.39:46215,1
14.140.145.2:33741,1
164.100.96.254:13253,1
180.151.86.186:56163,1
204.136.218.8:11771,1
180.151.36.134:25862,1
52.74.219.71:60321,1
111.93.72.22:56461,1
119.81.61.166:44004,1
106.186.23.95:35841,1
115.113.174.102:18170,2
52.74.219.71:45339,1
122.248.18.6:18984,1
119.81.61.166:43788,1
164.164.144.9:57035,4
106.186.23.95:36372,1
223.176.128.203:22434,1
115.110.71.22:58763,3
165.225.96.51:6842,4
52.74.219.71:47043,1
196.15.16.100:14304,2
220.227.97.99:46379,2
117.244.151.115:26584,11
103.251.56.82:62647,1
89.145.95.41:9676,1
107.167.108.194:42483,2
106.216.166.231:42263,5
106.51.193.104:58828,19
120.62.202.163:29606,1
203.99.215.27:31233,1
57.250.231.247:33143,8
117.195.201.223:51985,4
70.39.184.155:39362,1
114.143.185.10:54662,1
117.249.151.36:46428,2
167.219.52.14:32016,1
42.105.121.43:52394,1
203.207.62.38:43745,3
202.167.250.59:60559,2
52.74.219.71:41283,1
52.74.219.71:43524,1
49.248.27.2:46893,10
106.66.186.47:48669,1
182.19.65.227:55722,1
103.24.20.238:3640,1
59.163.76.173:31569,3
121.242.158.195:37906,2
164.100.1.150:57100,1
162.136.192.1:23573,1
115.250.44.163:6772,1
171.76.209.85:41146,1
52.74.219.71:44499,1
106.76.90.62:10996,3
59.180.168.163:14210,1
52.74.219.71:53493,1
112.133.232.60:48622,2
52.74.219.71:49122,1
49.206.180.224:52076,1
203.99.196.127:22632,3
49.200.117.168:56033,1
122.160.202.86:23586,1
103.51.211.114:53620,12
119.81.61.166:42534,1
106.51.250.126:54514,2
52.74.219.71:59598,1
52.74.219.71:52962,1
52.74.219.71:32832,1
112.121.55.9:53502,1
169.145.197.14:54276,3
49.14.3.40:44012,4
180.179.116.20:20365,1
117.203.84.39:50544,11
125.16.17.145:26834,1
182.73.123.66:61868,4
103.234.162.14:54363,1
106.192.129.91:34248,18
42.106.175.153:8733,1
121.243.115.200:11532,1
120.72.95.42:36236,2
198.203.175.175:7442,6
182.68.78.195:57395,1
183.82.97.92:53313,5
54.251.151.39:60192,1
103.22.239.216:40016,1
61.16.138.170:35356,3
223.234.201.193:49438,1
203.123.174.115:28792,1
91.103.41.1:58250,8
52.74.219.71:55323,1
117.214.92.97:2061,3
218.248.46.206:45280,1
27.54.182.66:58004,6
112.79.35.14:36284,2
49.202.52.245:20740,2
192.223.136.6:14891,2
61.2.220.159:55563,1
121.242.40.15:46097,1
106.186.23.95:36813,1
183.83.0.168:52285,1
106.186.23.95:35133,1
14.139.188.145:52510,1
52.74.219.71:39981,1
193.202.110.180:48705,1
202.138.120.65:36335,21
106.66.248.94:27661,4
122.175.59.90:14327,1
14.139.250.94:9481,1
121.242.29.88:58527,2
1.39.96.252:27123,1
125.19.102.38:50669,1
122.176.98.85:2809,1
52.74.219.71:44088,1
125.16.29.3:60687,2
106.220.78.123:6244,3
23.236.124.163:58572,1
203.91.192.4:36435,1
61.12.88.186:16507,1
164.100.128.19:34477,2
103.5.132.5:2554,12
150.107.213.119:2355,1
14.141.112.122:46901,1
1.187.184.121:8178,1
202.153.35.106:53716,1
115.249.61.33:53797,2
59.144.6.101:56107,1
185.20.4.220:52782,1
117.239.215.65:21324,1
121.244.117.196:36161,1
164.164.69.3:57699,1
54.251.151.39:59022,1
117.198.153.229:50781,6
101.2.69.10:33961,2
27.251.184.170:53408,2
204.152.239.219:61009,2
52.74.219.71:41151,1
12.42.51.27:17536,1
207.167.42.153:53118,10
116.202.29.82:3921,1
59.161.164.4:10734,2
37.228.105.39:45793,1
59.90.104.40:53460,1
182.71.110.98:1188,2
168.235.197.80:29980,1
123.238.96.93:53929,2
180.179.213.94:48951,1
52.74.219.71:41067,1
116.203.223.74:33573,1
122.160.167.170:60923,1
119.81.61.166:42666,1
106.186.23.95:36255,1
101.222.170.215:60318,3
52.74.219.71:35538,1
1.187.41.126:18695,8
106.215.179.104:32057,1
52.74.219.71:41643,1
117.212.128.148:55534,1
220.225.232.237:28240,5
117.222.157.99:54128,1
14.141.137.58:42515,8
122.184.52.74:58577,2
59.88.183.135:49468,1
106.221.136.208:60576,1
14.102.54.114:2128,2
122.252.238.94:37316,1
196.15.16.102:33428,4
49.206.175.58:49938,11
119.81.61.166:46695,1
125.16.70.26:7274,2
106.186.23.95:36336,1
162.93.65.2:62305,2
122.172.239.101:7699,4
223.184.0.136:52441,2
182.70.113.196:15371,1
27.251.78.178:26444,5
210.212.192.18:37373,1
117.254.172.94:54440,3
120.59.59.195:10494,1
122.180.179.52:27775,1
223.227.227.225:1450,7
59.97.57.7:11009,1
106.220.123.64:18152,2
121.58.175.128:37209,1
182.69.50.78:26794,2
150.129.178.193:32318,2
120.63.137.105:59230,2
180.151.232.246:52707,7
117.196.9.126:14631,1
119.81.61.166:43278,1
203.91.192.4:23235,1
122.161.108.211:16566,3
115.112.52.62:1663,1
1.39.97.120:37532,1
117.195.6.1:52145,2
202.62.117.13:35418,5
164.100.105.203:49787,6
52.74.219.71:58623,1
1.39.46.71:18710,8
59.94.42.68:3343,1
115.112.36.246:44664,1
122.163.144.243:53049,4
103.1.128.11:12331,4
118.102.177.66:38962,3
219.91.158.254:34758,2
14.141.44.66:45118,3
61.0.218.26:50887,1
117.240.185.91:50783,3
52.74.219.71:54939,1
120.57.209.11:64455,2
1.39.63.186:9202,1
52.74.219.71:57552,1
106.186.23.95:36093,1
115.245.4.219:1506,1
27.54.168.118:39955,7
52.74.219.71:55257,1
203.197.149.23:55474,2
115.112.135.186:35555,2
106.186.23.95:36453,1
203.143.186.45:27730,9
115.112.201.140:52655,1
52.74.219.71:55950,1
14.139.196.3:38592,1
223.225.89.224:38040,3
107.167.108.194:41376,6
180.215.123.37:47884,2
183.83.149.75:52741,5
52.74.219.71:49845,1
117.211.162.130:60244,2
117.211.161.10:1490,1
112.79.36.44:42320,2
180.151.36.142:57615,1
148.164.0.250:19021,3
103.3.205.194:15475,11
117.205.216.124:49423,2
61.16.237.50:53032,2
49.213.37.162:49599,10
111.221.89.160:32922,2
14.139.128.21:52719,3
152.52.61.16:17328,3
59.178.186.151:25838,3
14.139.244.194:54186,2
182.18.184.2:60216,1
202.131.155.20:50371,2
103.16.7.58:48856,1
168.235.197.172:46381,3
121.244.122.59:43244,1
52.74.219.71:56049,1
116.50.59.180:34111,3
27.251.183.213:62379,1
111.93.72.86:4253,4
116.203.78.145:46082,1
52.74.219.71:56856,1
117.200.182.51:13097,1
202.12.83.44:50283,2
117.217.84.131:50766,1
54.251.31.140:57990,1
27.124.53.43:51333,1
203.62.174.4:30491,4
59.99.32.126:63173,8
180.151.86.186:56181,1
182.68.207.95:15547,1
123.63.203.51:20846,1
155.136.80.174:4544,1
59.94.6.28:50035,2
202.191.153.2:54951,3
59.92.80.170:26795,1
115.249.229.65:36904,1
49.156.126.116:4192,1
124.40.246.123:54819,8
14.96.61.78:50344,4
103.46.234.3:49937,1
115.184.89.149:4885,1
183.87.213.28:36341,3
218.248.72.34:60706,1
106.215.183.117:43931,2
220.227.74.49:36679,2
52.74.219.71:59880,1
202.53.89.172:49541,1
106.186.23.95:34914,1
117.211.166.66:50074,3
112.196.44.162:44036,1
37.228.106.6:41958,3
182.69.60.46:10043,2
59.183.165.46:17396,1
117.217.62.127:49732,1
27.255.149.184:12175,1
27.106.80.72:54671,1
182.66.63.168:38134,4
1.187.231.90:25588,2
220.227.174.198:38220,2
124.40.246.123:54804,1
106.213.138.18:50236,2
110.172.180.98:57602,15
59.94.173.187:24897,1
52.74.219.71:50571,1
164.100.80.37:54102,2
52.74.219.71:60138,1
182.68.208.124:59833,1
106.51.130.239:7428,10
122.248.161.59:34495,3
223.30.187.34:51038,3
113.193.207.229:58007,3
125.22.100.34:52108,2
117.194.116.128:2875,1
182.70.119.213:2621,8
206.201.224.118:28931,1
117.220.164.146:52147,1
14.140.224.110:38540,2
103.47.18.31:35668,1
120.56.196.98:17036,1
106.186.23.95:35265,1
183.83.128.137:50345,3
14.139.249.197:41104,3
1.39.14.126:50374,7
167.184.214.6:55585,1
1.39.35.220:56040,18
101.62.184.37:19649,3
59.178.209.250:12542,2
52.74.219.71:54429,1
216.152.208.1:54139,2
115.184.192.253:44514,1
168.235.195.167:9175,2
107.167.109.62:52214,1
111.119.251.106:53252,2
61.3.58.167:59504,2
70.39.187.228:22410,1
182.68.250.108:18718,1
14.99.208.26:49190,13
37.228.107.226:34924,4
183.82.111.145:52330,11
106.79.30.203:45831,1
49.248.247.74:38620,2
1.39.63.5:59436,2
203.16.165.129:1698,1
1.38.20.95:50687,2
106.186.23.95:36864,1
14.139.242.2:8598,1
113.193.157.23:49919,2
182.66.19.238:41726,1
157.55.39.224:27426,2
106.186.23.95:37032,1
117.222.204.229:20868,4
119.235.50.14:51362,4
49.207.115.2:10109,1
49.248.25.90:5077,5
1.23.150.204:49524,1
117.239.32.82:16876,1
59.177.135.158:18274,2
168.235.197.45:7387,1
148.87.19.222:30870,5
106.208.157.223:45538,2
123.63.241.40:52124,4
106.208.18.230:13214,1
61.12.65.146:57893,6
72.32.115.231:17702,1
107.167.108.194:41196,3
136.8.2.69:29516,2
160.109.97.164:9203,2
203.27.235.5:36930,1
122.179.135.178:35100,7
115.241.17.173:55122,4
52.74.219.71:58902,1
106.186.23.95:35463,1
52.74.219.71:43722,1
14.141.88.230:31022,1
52.74.219.71:40491,1
54.251.151.39:47982,1
119.81.61.166:44826,1
220.227.31.66:32442,1
180.151.132.232:53957,3
43.252.119.203:1405,1
123.63.60.37:47691,5
70.39.185.171:20716,2
208.79.146.147:23134,1
202.46.22.10:56022,1
106.51.250.126:48397,1
120.59.102.66:53350,1
104.236.211.218:20250,1
117.214.152.170:13754,1
52.74.219.71:51660,1
117.231.117.92:49318,2
218.213.76.1:7684,1
124.123.11.193:49667,1
103.27.171.49:57470,1
103.40.48.18:65095,4
14.140.17.197:48759,12
112.79.36.145:13544,2
117.200.191.192:20967,3
14.139.239.115:47242,2
202.4.178.81:59108,4
119.81.61.166:48147,1
103.26.109.162:27064,1
167.220.236.53:9624,6
121.242.40.15:42035,1
106.210.85.127:58590,1
101.63.131.6:49591,4
182.73.71.194:49389,13
70.39.184.155:25217,1
123.242.248.130:53833,3
182.68.250.53:23340,1
115.250.14.155:65155,2
115.110.71.22:56585,2
203.117.117.11:53306,3
43.224.156.34:50021,1
164.100.41.28:54017,12
120.59.145.174:49253,2
61.12.45.242:65312,6
20.139.82.64:59865,4
106.219.23.115:64467,6
52.74.219.71:47601,1
122.163.86.110:50118,12
182.69.226.229:47400,2
49.139.80.52:51171,3
52.74.219.71:35082,1
120.56.168.144:13282,2
182.70.227.57:23323,2
180.151.87.50:50452,1
202.54.90.146:24513,3
52.74.219.71:55800,1
122.178.109.210:12971,1
203.123.36.34:57049,1
52.74.219.71:44943,1
103.22.239.216:36392,1
106.219.32.231:26839,2
59.180.166.248:53611,1
180.215.17.201:7885,2
106.206.128.226:5694,2
116.75.233.178:60071,1
59.99.159.105:51706,4
52.74.219.71:41544,1
182.64.88.178:20201,3
14.98.27.81:50520,1
1.23.5.27:51022,1
117.223.182.159:16582,1
112.133.226.250:23744,6
202.91.136.3:16673,1
180.222.213.7:31514,6
52.74.219.71:52335,1
180.148.50.127:45578,4
52.74.219.71:57945,1
122.176.16.177:20317,2
111.221.89.160:33336,7
1.23.4.195:59340,1
117.249.192.92:51865,2
121.242.40.15:34001,1
117.242.112.57:52103,1
1.39.12.102:64414,1
122.161.141.177:51066,11
54.248.220.44:44841,1
125.16.180.6:49467,2
168.235.194.136:32510,1
107.167.108.131:50412,2
27.6.201.111:35216,1
107.167.99.217:43052,17
120.29.232.107:58347,3
49.249.18.10:24901,1
210.212.133.112:49923,3
125.19.9.212:65032,2
1.39.32.179:42012,1
52.74.219.71:48639,1
202.65.148.252:53179,3
117.218.63.17:53452,12
117.229.50.192:39830,5
1.39.60.23:58964,2
119.81.61.166:42435,1
103.249.43.226:50283,1
101.222.190.20:32272,1
192.147.115.2:6968,2
14.141.106.36:41905,3
171.25.193.20:43433,1
117.217.48.107:51612,8
14.140.121.130:57121,3
119.81.61.166:45306,1
119.81.61.166:47652,1
52.74.219.71:34632,1
14.140.116.162:41989,1
202.144.96.12:55557,2
112.79.39.191:57007,6
14.140.244.97:42251,2
198.175.68.38:56146,1
1.39.63.145:19431,1
117.222.238.167:1410,8
203.197.245.20:63710,1
49.207.223.108:63623,1
43.247.159.37:3633,1
119.226.126.210:30143,5
173.252.110.117:34020,1
183.82.0.124:36431,9
101.222.253.121:58487,2
122.162.157.115:51358,1
183.82.111.145:52327,15
115.254.104.186:17286,1
52.74.219.71:49485,1
152.52.149.35:1101,1
12.24.41.131:47419,2
183.87.61.174:43926,1
122.170.62.236:54140,1
124.123.173.122:49725,2
202.164.53.164:57907,10
